node_1,node_2,edge,chunk_id
Throttle Valve,Installation Direction,isInfluencedBy,439
Throttle Valve,Stopper Angle,isInfluencedBy,439
Throttle Valve,Opening Size,isInfluencedBy,439
Throttle Valve,Standard Throttling Valve,appliesTo,439
Throttle Valve,Travel Throttle Valve,appliesTo,439
Throttle Valve,Check Throttle Valve,appliesTo,439
Standard Throttling Valve,Interchangeable Inlet/Outlet,hasProperty,439
Throttle Valve,Adjustable Opening,hasProperty,439
throttling port severely clogged,FailureMode,classifiedAs,440
throttling port severely clogged,severely clogged,hasProperty,440
throttling port severely clogged,throttling port,appliesTo,440
throttling port severely clogged,disassemble and clean,canBeMaintainedBy,440
throttling port severely clogged,replace hydraulic oil,canBeMaintainedBy,440
spool valve stuck,FailureMode,classifiedAs,440
spool valve stuck,stuck,hasProperty,440
spool valve stuck,spool valve,appliesTo,440
spool valve stuck,disassemble and clean,canBeMaintainedBy,440
spool valve stuck,replace hydraulic oil,canBeMaintainedBy,440
throttle valve spool stuck,FailureMode,classifiedAs,440
throttle valve spool stuck,stuck,hasProperty,440
throttle valve spool stuck,throttle valve spool,appliesTo,440
throttle valve spool stuck,contaminants,causes,440
throttle valve spool stuck,burrs,causes,440
throttle valve spool stuck,disassemble and clean slide valve,canBeMaintainedBy,440
throttle valve spool stuck,replace hydraulic oil,canBeMaintainedBy,440
throttling port,Component,classifiedAs,440
throttling port,throttle valve,isPartOf,440
damping orifice,Component,classifiedAs,440
spool valve,Component,classifiedAs,440
throttle valve spool,Component,classifiedAs,440
slide valve,Component,classifiedAs,440
hydraulic oil,Material,classifiedAs,440
contaminants,Material,classifiedAs,440
burrs,Material,classifiedAs,440
disassemble and clean,MaintenanceMethod,classifiedAs,440
replace hydraulic oil,MaintenanceMethod,classifiedAs,440
disassemble and clean slide valve,MaintenanceMethod,classifiedAs,440
"Fault symptoms, fault causes, and repair methods",Section,classifiedAs,440
"Fault symptoms, fault causes, and repair methods",throttling port severely clogged,contains,440
"Fault symptoms, fault causes, and repair methods",spool valve stuck,contains,440
"Fault symptoms, fault causes, and repair methods",throttle valve spool stuck,contains,440
Valve core reset spring broken,Failure,classifiedAs,441
Valve core reset spring missing,Failure,classifiedAs,441
Valve core reset spring broken,Flow regulation function fails,causes,441
Valve core reset spring missing,Flow regulation function fails,causes,441
Valve core reset spring,Valve core,isPartOf,441
Valve core,Valve,isPartOf,441
Valve core reset spring,Component,classifiedAs,441
Valve core,Component,classifiedAs,441
Valve,Equipment,classifiedAs,441
replace the spring,MaintenanceMethod,classifiedAs,441
add the spring,MaintenanceMethod,classifiedAs,441
Valve core reset spring broken,replace the spring,canBeMaintainedBy,441
Valve core reset spring missing,add the spring,canBeMaintainedBy,441
Flow regulation function fails,FailureMode,classifiedAs,441
Spi rit A Tutorial on Fault Diagnosis and Repair of Throttle Valves with One-Way Valve Devices: Identifying Sealing Issues in the One-Way Valve and Grinding Valve Seats,Tutorial on Fault Diagnosis and Repair of Throttle Valves with One-Way Valve Devices,isSubsectionOf,442
Spi rit A Tutorial on Fault Diagnosis and Repair of Throttle Valves with One-Way Valve Devices: Identifying Sealing Issues in the One-Way Valve and Grinding Valve Seats,Throttle Valve,contains,442
Spi rit A Tutorial on Fault Diagnosis and Repair of Throttle Valves with One-Way Valve Devices: Identifying Sealing Issues in the One-Way Valve and Grinding Valve Seats,One-Way Valve,contains,442
Spi rit A Tutorial on Fault Diagnosis and Repair of Throttle Valves with One-Way Valve Devices: Identifying Sealing Issues in the One-Way Valve and Grinding Valve Seats,Valve Seat,contains,442
Throttle Valve,Equipment,isPartOf,442
Throttle Valve,One-Way Valve Device,hasProperty,442
One-Way Valve,Throttle Valve,isPartOf,442
One-Way Valve,Component,classifiedAs,442
Valve Seat,Throttle Valve,isPartOf,442
Valve Seat,Component,classifiedAs,442
Sealing Issue,FailureMode,classifiedAs,442
Sealing Issue,One-Way Valve,appliesTo,442
Sealing Issue,Failure,causes,442
Grinding,MaintenanceMethod,classifiedAs,442
Grinding,Valve Seat,appliesTo,442
Grinding,Valve Seat,canBeMaintainedBy,442
throttling spool valve stuck,FailureMode,classifiedAs,444
throttling spool valve stuck,grinding of valve port,causes,444
throttling spool valve stuck,flow regulation function,appliesTo,444
excessively small clearance fit,throttling spool valve stuck,causes,444
excessively small clearance fit,Material properties,isInfluencedBy,444
throttling spool valve,hydraulic system,isPartOf,444
valve body bore,hydraulic system,isPartOf,444
Spirit Flow Slide Valve leakage,FailureMode,classifiedAs,444
excessive clearance,Spirit Flow Slide Valve leakage,causes,444
inspect for wear,DiagnosticTechnique,classifiedAs,444
assess sealing condition,DiagnosticTechnique,classifiedAs,444
replace valve core,MaintenanceMethod,classifiedAs,444
Spirit Flow Slide Valve leakage,replace valve core,canBeMaintainedBy,444
impurities in oil,Failure,classifiedAs,444
impurities in oil,reduced oil flow area,causes,444
impurities in oil,decreased flow rate,causes,444
disassemble and clean components,MaintenanceMethod,classifiedAs,444
replace hydraulic oil,MaintenanceMethod,classifiedAs,444
monitor oil temperatures,DiagnosticTechnique,classifiedAs,444
rising oil temperatures,lowering oil viscosity,causes,444
enhance cooling,MaintenanceMethod,classifiedAs,444
adjustment handle locking screw loosened,Failure,classifiedAs,444
lock and tighten adjustment handle locking screw,MaintenanceMethod,classifiedAs,444
adjustment handle locking screw loosened,lock and tighten adjustment handle locking screw,canBeMaintainedBy,444
hydraulic oil,viscosity,hasProperty,444
oil temperature,cooling efficiency,isInfluencedBy,444
throttling spool valve,clearance fit,hasProperty,444
Spirit Flow Slide Valve,clearance,hasProperty,444
Throttle Valve,Speed Control Valve,contains,445
Speed Control Valve,Throttle Valve,isPartOf,445
Speed Control Valve,Flow Rate Adjustment,appliesTo,445
Flow Rate Adjustment,System Load Fluctuations,isInfluencedBy,445
Damping Hole Blockage,Failure,classifiedAs,445
Damping Hole Blockage,System Air Release,causes,445
System Air Release,Blockage Clearance,canBeMaintainedBy,445
Seal Damage,Failure,classifiedAs,445
Seal Damage,Seal Replacement,canBeMaintainedBy,445
The speed of the item is unstable,Failure,classifiedAs,447
The speed of the item is unstable,description,hasProperty,447
The speed of the item is unstable,Excessive clearance between the valve core and the valve body bore,isInfluencedBy,447
Excessive clearance between the valve core and the valve body bore,FailureMode,classifiedAs,447
Excessive clearance between the valve core and the valve body bore,leakage,causes,447
Excessive clearance between the valve core and the valve body bore,throttle valve,appliesTo,447
valve core,Component,classifiedAs,447
valve core,throttle valve,isPartOf,447
valve body bore,Component,classifiedAs,447
valve body bore,throttle valve,isPartOf,447
leakage,Failure,classifiedAs,447
inspect for wear and assess sealing conditions,DiagnosticTechnique,classifiedAs,447
inspect for wear and assess sealing conditions,valve core,appliesTo,447
inspect for wear and assess sealing conditions,valve body bore,appliesTo,447
replace the valve core,MaintenanceMethod,classifiedAs,447
replace the valve core,leakage,canBeMaintainedBy,447
External leakage,Failure,classifiedAs,447
External leakage,description,hasProperty,447
External leakage,adjustment handle area,isInfluencedBy,447
External leakage,process screw plugs,isInfluencedBy,447
External leakage,valve mounting surfaces,isInfluencedBy,447
adjustment handle area,Component,classifiedAs,447
process screw plugs,Component,classifiedAs,447
valve mounting surfaces,Component,classifiedAs,447
permanent deformation,FailureMode,classifiedAs,447
permanent deformation,External leakage,causes,447
damage,FailureMode,classifiedAs,447
damage,External leakage,causes,447
omission of the O-ring,FailureMode,classifiedAs,447
omission of the O-ring,External leakage,causes,447
O-ring,Component,classifiedAs,447
O-ring,Material,classifiedAs,447
replace the O-ring,MaintenanceMethod,classifiedAs,447
replace the O-ring,External leakage,canBeMaintainedBy,447
internal leakage,Failure,classifiedAs,447
internal leakage,description,hasProperty,447
internal leakage,Excessive clearance between the throttle valve spool and the valve body bore,isInfluencedBy,447
throttle valve spool,Component,classifiedAs,447
throttle valve spool,throttle valve,isPartOf,447
"large-scale, severe wear",FailureMode,classifiedAs,447
"large-scale, severe wear",internal leakage,causes,447
grooves caused by the valve core rubbing against the valve body bore,FailureMode,classifiedAs,447
grooves caused by the valve core rubbing against the valve body bore,internal leakage,causes,447
excessive oil temperature,Failure,classifiedAs,448
excessive oil temperature,severity,hasProperty,448
valve core,flow control valve,isPartOf,448
valve body bore,flow control valve,isPartOf,448
severe wear,FailureMode,classifiedAs,448
severe wear,clearance between valve core and valve body bore,appliesTo,448
clearance between valve core and valve body bore,flow control valve,isPartOf,448
valve core,Component,classifiedAs,448
valve body bore,Component,classifiedAs,448
flow control valve,Equipment,classifiedAs,448
grooves,FailureMode,classifiedAs,448
grooves,valve core and valve body bore,appliesTo,448
brush plating,MaintenanceMethod,classifiedAs,448
re-machining,MaintenanceMethod,classifiedAs,448
grinding,MaintenanceMethod,classifiedAs,448
Fault Diagnosis and Repair of the Speed Control Valve,Section,classifiedAs,448
Fault Diagnosis and Repair of the Speed Control Valve,excessive oil temperature,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,flow control valve,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,severe wear,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,grooves,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,brush plating,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,re-machining,contains,448
Fault Diagnosis and Repair of the Speed Control Valve,grinding,contains,448
Structure and Working Principle of the Speed Control Valve,Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems,isSubsectionOf,449
Selection and Usage Notes for Speed Control Valves,Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems,isSubsectionOf,449
Speed Control Valve,Equipment,classifiedAs,449
Speed Control Valve,minimum stable flow rate,hasProperty,449
Speed Control Valve,minimum pressure differential (Pmin),hasProperty,449
Pressure-Reducing Valve,Speed Control Valve,isPartOf,449
Pressure-Reducing Valve,Component,classifiedAs,449
Throttle Valve,Speed Control Valve,isPartOf,449
Throttle Valve,Component,classifiedAs,449
Check Valve,Speed Control Valve,isPartOf,449
Check Valve,Component,classifiedAs,449
Hydraulic Cylinder,Equipment,classifiedAs,449
Relief Valve,Equipment,classifiedAs,449
Unidirectional Speed Control Valve,Equipment,classifiedAs,449
Temperature-Compensated Variable-Speed Valve,Equipment,classifiedAs,449
Pressure compensation device failure,Failure,classifiedAs,449
Pressure compensation device failure,Improper installation,causes,449
Improper installation,FailureMode,classifiedAs,449
Improper installation,Speed Control Valve,appliesTo,449
Throttle-speed control circuit,Equipment,classifiedAs,449
Volumetric-throttle-speed control circuit,Equipment,classifiedAs,449
Speed Control Valve,Correct installation,canBeMaintainedBy,449
Correct installation,MaintenanceMethod,classifiedAs,449
Speed Control Valve,Proper selection based on minimum flow,canBeMaintainedBy,449
Proper selection based on minimum flow,MaintenanceMethod,classifiedAs,449
Structure and Working Principle of the Speed Control Valve,Speed Control Valve,contains,449
Structure and Working Principle of the Speed Control Valve,Pressure-Reducing Valve,contains,449
Structure and Working Principle of the Speed Control Valve,Throttle Valve,contains,449
Structure and Working Principle of the Speed Control Valve,Check Valve,contains,449
Structure and Working Principle of the Speed Control Valve,Hydraulic Cylinder,contains,449
Structure and Working Principle of the Speed Control Valve,Relief Valve,contains,449
Structure and Working Principle of the Speed Control Valve,Unidirectional Speed Control Valve,contains,449
Selection and Usage Notes for Speed Control Valves,Pressure compensation device failure,contains,449
Selection and Usage Notes for Speed Control Valves,Improper installation,contains,449
Selection and Usage Notes for Speed Control Valves,Correct installation,contains,449
Selection and Usage Notes for Speed Control Valves,Proper selection based on minimum flow,contains,449
Selection and Usage Notes for Speed Control Valves,Temperature-Compensated Variable-Speed Valve,contains,449
Flow Control Valve,Equipment,classifiedAs,450
Flow Control Valve,minimum stable flow rate,hasProperty,450
Pipeline Filter,Component,classifiedAs,450
Pipeline Filter,Flow Control Valve,appliesTo,450
Speed Control Valves,Equipment,classifiedAs,450
Throttling port severely clogged,Failure,classifiedAs,450
Throttling port severely clogged,Spool valve stuck,causes,450
Throttling port severely clogged,Speed Control Valves,isPartOf,450
Throttling port severely clogged,"Disassemble and clean the slide valve, replace the hydraulic oil, and ensure smooth operation",repairMethod,450
Damping orifice severely clogged,Failure,classifiedAs,450
Damping orifice severely clogged,Spool valve stuck,causes,450
Damping orifice severely clogged,Speed Control Valves,isPartOf,450
Damping orifice severely clogged,"Disassemble and clean the slide valve, replace the hydraulic oil, and ensure smooth operation",repairMethod,450
Spool valve stuck,Failure,classifiedAs,450
Spool valve stuck,Speed Control Valves,isPartOf,450
Spool valve stuck,"Disassemble and clean the slide valve, replace the hydraulic oil, and ensure smooth operation",repairMethod,450
Throttle valve spool stuck,Failure,classifiedAs,450
Throttle valve spool stuck,Contaminants,isInfluencedBy,450
Throttle valve spool stuck,Burrs,isInfluencedBy,450
Throttle valve spool stuck,Debris,isInfluencedBy,450
Throttle valve spool stuck,Speed Control Valves,isPartOf,450
Throttle valve spool stuck,"Disassemble and clean the slide valve, then replace the hydraulic oil to ensure smooth operation",repairMethod,450
Contaminants,Material,classifiedAs,450
Burrs,Material,classifiedAs,450
Debris,Material,classifiedAs,450
Hydraulic oil,Material,classifiedAs,450
Disassemble and clean,MaintenanceMethod,classifiedAs,450
Replace hydraulic oil,MaintenanceMethod,classifiedAs,450
Common Faults and Maintenance of Speed Control Valves,Section,classifiedAs,450
Common Faults and Maintenance of Speed Control Valves,Speed Control Valves,contains,450
Common Faults and Maintenance of Speed Control Valves,Throttling port severely clogged,contains,450
Common Faults and Maintenance of Speed Control Valves,Damping orifice severely clogged,contains,450
Common Faults and Maintenance of Speed Control Valves,Spool valve stuck,contains,450
Common Faults and Maintenance of Speed Control Valves,Throttle valve spool stuck,contains,450
Valve core reset spring broken or missing,Failure,classifiedAs,451
Valve core reset spring broken or missing,severity,hasProperty,451
Valve core reset spring broken or missing,replace or add the spring,canBeMaintainedBy,451
replace or add the spring,MaintenanceMethod,classifiedAs,451
Excessive clearance between the throttling spool valve and the valve body bore causes leakage,Failure,classifiedAs,451
Excessive clearance between the throttling spool valve and the valve body bore causes leakage,inspect for wear and assess sealing conditions,canBeMaintainedBy,451
inspect for wear and assess sealing conditions,DiagnosticTechnique,classifiedAs,451
Excessive clearance between the throttling spool valve and the valve body bore causes leakage,repair or replace the valve core,canBeMaintainedBy,451
repair or replace the valve core,MaintenanceMethod,classifiedAs,451
The inlet and outlet of the flow control valve were connected backward,Failure,classifiedAs,451
The inlet and outlet of the flow control valve were connected backward,correct the connection method,canBeMaintainedBy,451
correct the connection method,MaintenanceMethod,classifiedAs,451
The spool of the constant-differential pressure relief valve is stuck in the fully closed or partially open position,Failure,classifiedAs,451
The spool of the constant-differential pressure relief valve is stuck in the fully closed or partially open position,"disassemble, clean, and deburr it",canBeMaintainedBy,451
"disassemble, clean, and deburr it",MaintenanceMethod,classifiedAs,451
Flow regulation function failure,Failure,classifiedAs,452
Flow regulation function failure,severity: functional impairment,hasProperty,452
Flow control valve,Equipment,classifiedAs,452
Constant-pressure differential relief valve,Equipment,classifiedAs,452
Spool,Component,classifiedAs,452
Spool,Constant-pressure differential relief valve,isPartOf,452
Contaminants,Material,classifiedAs,452
Contaminants,Spool stuck condition,causes,452
Spool stuck condition,FailureMode,classifiedAs,452
Spool stuck condition,Sluggish operation,causes,452
Spool stuck condition,Pressure loss,causes,452
"Disassemble, clean, and recalibrate",MaintenanceMethod,classifiedAs,452
"Disassemble, clean, and recalibrate",Differential pressure reducing valve spool,appliesTo,452
Grinding,MaintenanceMethod,classifiedAs,452
Grinding,Constant-pressure reducing valve spool,appliesTo,452
Excessive clearance,FailureMode,classifiedAs,452
Excessive clearance,Leakage,causes,452
Throttling spool valve,Component,classifiedAs,452
Valve body bore,Component,classifiedAs,452
Spring missing/broken/incorrect,FailureMode,classifiedAs,452
Spring missing/broken/incorrect,Incorrect flow output,causes,452
Pressure-reducing valve spring,Component,classifiedAs,452
Check valve spool,Component,classifiedAs,452
Valve seat,Component,classifiedAs,452
Dirt trapped or groove,FailureMode,classifiedAs,452
Dirt trapped or groove,Imperfect seal,causes,452
Imperfect seal,Leakage,causes,452
Grind one-way valve spool and seat,MaintenanceMethod,classifiedAs,452
Grind one-way valve spool and seat,Check valve assembly,appliesTo,452
Diagnosing and Repairing Faulty Electromechanical Systems,"A Tutorial on Diagnosing and Repairing Faulty Electromechanical Systems, with Replacement Guidelines When Necessary",isSubsectionOf,453
Replacement Guidelines,"A Tutorial on Diagnosing and Repairing Faulty Electromechanical Systems, with Replacement Guidelines When Necessary",isSubsectionOf,453
Electromechanical System,Equipment,classifiedAs,453
Electromechanical System,Complexity,hasProperty,453
Complexity,Electromechanical System,appliesTo,453
Mechanical Component,Electromechanical System,isPartOf,453
Electrical Component,Electromechanical System,isPartOf,453
Bearing,Component,classifiedAs,453
Bearing,Mechanical Component,isPartOf,453
Gear,Component,classifiedAs,453
Gear,Mechanical Component,isPartOf,453
Motor,Component,classifiedAs,453
Motor,Electrical Component,isPartOf,453
Wiring,Component,classifiedAs,453
Wiring,Electrical Component,isPartOf,453
Wear,FailureMode,classifiedAs,453
Wear,Failure,causes,453
Corrosion,FailureMode,classifiedAs,453
Corrosion,Failure,causes,453
Overheating,FailureMode,classifiedAs,453
Overheating,Failure,causes,453
Short Circuit,FailureMode,classifiedAs,453
Short Circuit,Failure,causes,453
Vibration Analysis,DiagnosticTechnique,classifiedAs,453
Vibration Analysis,Mechanical Component,appliesTo,453
Thermal Imaging,DiagnosticTechnique,classifiedAs,453
Thermal Imaging,Electrical Component,appliesTo,453
Multimeter Testing,DiagnosticTechnique,classifiedAs,453
Multimeter Testing,Electrical Component,appliesTo,453
Lubrication,MaintenanceMethod,classifiedAs,453
Lubrication,Bearing,canBeMaintainedBy,453
Calibration,MaintenanceMethod,classifiedAs,453
Calibration,Component,canBeMaintainedBy,453
Replacement,MaintenanceMethod,classifiedAs,453
Replacement,Component,canBeMaintainedBy,453
High Humidity,EnvironmentalFactor,classifiedAs,453
High Humidity,Corrosion,isInfluencedBy,453
Dusty Conditions,EnvironmentalFactor,classifiedAs,453
Dusty Conditions,Wear,isInfluencedBy,453
Lubricant,Material,classifiedAs,453
Lubricant,Lubrication,appliesTo,453
Replacement Part,Material,classifiedAs,453
Replacement Part,Replacement,appliesTo,453
Diagnosing and Repairing Faulty Electromechanical Systems,Electromechanical System,contains,453
Diagnosing and Repairing Faulty Electromechanical Systems,Vibration Analysis,contains,453
Diagnosing and Repairing Faulty Electromechanical Systems,Thermal Imaging,contains,453
Replacement Guidelines,Replacement,contains,453
Failure,FailureMode,classifiedAs,454
Failure,Component,appliesTo,454
Component,Equipment,isPartOf,454
Component,MaintenanceMethod,canBeMaintainedBy,454
Component,EnvironmentalFactor,isInfluencedBy,454
Failure,Material,causes,454
Failure,DiagnosticTechnique,canBeMaintainedBy,454
High oil temperature,Fault symptom,classifiedAs,456
High oil temperature,significant temperature fluctuations,hasProperty,456
High oil temperature,requires enhanced cooling,causes,456
requires enhanced cooling,oil temperature control,appliesTo,456
Temperature compensation rod bent,Fault cause,classifiedAs,456
failure of its compensating function,Fault cause,classifiedAs,456
Temperature compensation rod,Equipment,isPartOf,456
Temperature compensation rod,replace the temperature compensation rod,canBeMaintainedBy,456
Throttle valve spool gets clogged and unblocked intermittently,Fault symptom,classifiedAs,456
Throttle valve spool gets clogged and unblocked intermittently,contaminants,isInfluencedBy,456
contaminants,Material,classifiedAs,456
Disassemble and clean the slide valve,repairMethod,classifiedAs,456
replace the hydraulic oil,repairMethod,classifiedAs,456
ensure smooth operation of the slide valve,repairMethod,classifiedAs,456
Excessive clearance between the throttling slide valve and the valve body bore,leakage,causes,457
Excessive clearance between the throttling slide valve and the valve body bore,Failure,classifiedAs,457
throttling slide valve,valve assembly,isPartOf,457
valve body bore,valve assembly,isPartOf,457
throttling slide valve,clearance,hasProperty,457
inspect for wear,visual inspection,canBeMaintainedBy,457
assess sealing conditions,sealing assessment,canBeMaintainedBy,457
repair or replace the valve spool,repair/replacement procedure,canBeMaintainedBy,457
leakage,Minimum stable flow fluctuates,causes,457
Minimum stable flow fluctuates,Failure,classifiedAs,457
Excessive clearance between the throttling slide valve and the valve body bore,severity: high,hasProperty,457
leakage,severity: moderate,hasProperty,457
Minimum stable flow fluctuates,severity: moderate,hasProperty,457
Crawling Tremor Phenomenon,Failure,classifiedAs,459
Crawling Tremor Phenomenon,description,hasProperty,459
description,"In a flow control valve equipped with a check valve, the check valve spool is in contact with the valve seat. There is dirt trapped or a groove causing poor sealing, resulting in leakage.",hasProperty,459
Crawling Tremor Phenomenon,leakage,causes,459
leakage,FailureMode,classifiedAs,459
dirt trapped,Material,classifiedAs,459
dirt trapped,Crawling Tremor Phenomenon,causes,459
groove,FailureMode,classifiedAs,459
groove,Crawling Tremor Phenomenon,causes,459
flow control valve,Equipment,classifiedAs,459
check valve,Component,classifiedAs,459
check valve,flow control valve,isPartOf,459
check valve spool,Component,classifiedAs,459
check valve spool,check valve,isPartOf,459
valve seat,Component,classifiedAs,459
valve seat,check valve,isPartOf,459
Grind the check valve spool and seat,MaintenanceMethod,classifiedAs,459
Grind the check valve spool and seat,repairMethod,hasProperty,459
repairMethod,Grind the check valve spool and seat to ensure a tight fit,hasProperty,459
Grind the check valve spool and seat,Crawling Tremor Phenomenon,appliesTo,459
CNC Lathe Tailstock Sleeve Stoppage,Failure,classifiedAs,461
CNC Lathe Tailstock Sleeve Stoppage,Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,isSubsectionOf,461
Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,Fault Diagnosis and Maintenance of Hydraulic Systems,isSubsectionOf,461
CNC Lathe,Equipment,classifiedAs,461
CNC Lathe,two-coordinate continuous-control horizontal,hasProperty,461
Tailstock Sleeve,Component,classifiedAs,461
Tailstock Sleeve,CNC Lathe,isPartOf,461
Hydraulic System,Component,classifiedAs,461
Hydraulic System,CNC Lathe,isPartOf,461
Variable Vane Pump,Component,classifiedAs,461
Variable Vane Pump,Hydraulic System,isPartOf,461
PLC,Component,classifiedAs,461
PLC,CNC System,isPartOf,461
CNC System,Component,classifiedAs,461
CNC System,CNC Lathe,isPartOf,461
Solenoid,Component,classifiedAs,461
Electromagnetic Valve,Component,classifiedAs,461
Fuel Tank,Component,classifiedAs,461
Filter,Component,classifiedAs,461
Hydraulic Pump,Component,classifiedAs,461
Check Valve,Component,classifiedAs,461
Relief Valve,Component,classifiedAs,461
Directional Control Valve,Component,classifiedAs,461
Unidirectional Flow Control Valve,Component,classifiedAs,461
Three-Position Four-Way Directional Control Valve,Component,classifiedAs,461
Y-shaped Two-Position Four-Way Directional Control Valve,Component,classifiedAs,461
Pressure Gauge,Component,classifiedAs,461
Hydraulic System,Chuck Clamping,appliesTo,461
Hydraulic System,Chuck Releasing,appliesTo,461
Hydraulic System,High-Pressure Switching,appliesTo,461
Hydraulic System,Low-Pressure Switching,appliesTo,461
Hydraulic System,Turret Loosening,appliesTo,461
Hydraulic System,Turret Clamping,appliesTo,461
Hydraulic System,Turret Tool Holder Forward Rotation,appliesTo,461
Hydraulic System,Turret Tool Holder Reverse Rotation,appliesTo,461
Hydraulic System,Tailstock Sleeve Extension,appliesTo,461
Hydraulic System,Tailstock Sleeve Retraction,appliesTo,461
Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,CNC Lathe Tailstock Sleeve Stoppage,contains,461
Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,CNC Lathe,contains,461
Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,Tailstock Sleeve,contains,461
Case Study: Troubleshooting the Stoppage of a CNC Lathe Tailstock Sleeve,Hydraulic System,contains,461
Fault phenomenon,Fault Analysis,isSubsectionOf,463
Fault phenomenon,tailstock sleeve stopped operating,contains,463
tailstock sleeve stopped operating,Failure,classifiedAs,463
tailstock sleeve stopped operating,tailstock sleeve,appliesTo,463
tailstock sleeve,Component,classifiedAs,463
tailstock sleeve,tailstock,isPartOf,463
tailstock,Equipment,classifiedAs,463
Tailstock Sleeve,CNC Lathe Hydraulic System,isPartOf,464
Solenoid 5YA,CNC Lathe Hydraulic System,isPartOf,464
Solenoid 6YA,CNC Lathe Hydraulic System,isPartOf,464
Tank 1,CNC Lathe Hydraulic System,isPartOf,464
Filter 2,CNC Lathe Hydraulic System,isPartOf,464
Hydraulic Pump 3,CNC Lathe Hydraulic System,isPartOf,464
Check Valve 4,CNC Lathe Hydraulic System,isPartOf,464
Pressure Reducing Valve 13,CNC Lathe Hydraulic System,isPartOf,464
Directional Control Valve 14,CNC Lathe Hydraulic System,isPartOf,464
Flow Control Check Valve 15,CNC Lathe Hydraulic System,isPartOf,464
Pressure Gauge 16,CNC Lathe Hydraulic System,isPartOf,464
Hydraulic Cylinder,CNC Lathe Hydraulic System,isPartOf,464
Insufficient Pressure,Tailstock Sleeve Failure,causes,464
Leakage,Tailstock Sleeve Failure,causes,464
Hydraulic Pump Failure,Tailstock Sleeve Failure,causes,464
Hydraulic Cylinder Piston Scoring,Tailstock Sleeve Failure,causes,464
Hydraulic Cylinder Piston Wear,Tailstock Sleeve Failure,causes,464
Hydraulic Cylinder Piston Damage,Tailstock Sleeve Failure,causes,464
Hydraulic Valve Malfunction,Tailstock Sleeve Failure,causes,464
Hydraulic Cylinder Piston,Hydraulic Cylinder,isPartOf,464
Hydraulic Cylinder Piston,Seal Scoring,hasProperty,464
Hydraulic Cylinder Piston,Seal Wear,hasProperty,464
Hydraulic Cylinder Piston,Seal Damage,hasProperty,464
Hydraulic Valve,Disconnected Valve,hasProperty,464
Hydraulic Valve,Stuck Valve,hasProperty,464
logical diagnostic method,DiagnosticTechnique,classifiedAs,465
logical diagnostic method,failure causes,appliesTo,465
chuck,Equipment,isPartOf,465
turret,Equipment,isPartOf,465
hydraulic pump,Equipment,isPartOf,465
hydraulic pump malfunction,FailureMode,classifiedAs,465
system’s pipes,Equipment,isPartOf,465
fittings,Equipment,isPartOf,465
components,Component,isPartOf,465
leaks,FailureMode,classifiedAs,465
oil tank,Equipment,isPartOf,465
filter,Component,isPartOf,465
suction pipe,Component,isPartOf,465
oil,Material,classifiedAs,465
oil,viscosity,hasProperty,465
pump,Component,isPartOf,465
check movement,DiagnosticTechnique,classifiedAs,465
inspect for leaks,DiagnosticTechnique,classifiedAs,465
check for clogs,DiagnosticTechnique,classifiedAs,465
verify viscosity,DiagnosticTechnique,classifiedAs,465
ensure proper adjustment,MaintenanceMethod,classifiedAs,465
Fuel tank level check,Troubleshooting steps,isSubsectionOf,466
Directional control valve manual operation,Troubleshooting steps,isSubsectionOf,466
One-way flow control valve adjustment,Troubleshooting steps,isSubsectionOf,466
Pressure relief valve adjustment,Troubleshooting steps,isSubsectionOf,466
Pump station pressure check,Troubleshooting steps,isSubsectionOf,466
Pipeline blockage detection,Troubleshooting steps,isSubsectionOf,466
Hydraulic cylinder diagnosis,Troubleshooting steps,isSubsectionOf,466
Fuel tank,Hydraulic system,isPartOf,466
Filter,Fuel system,isPartOf,466
Suction pipe,Fuel system,isPartOf,466
Return line,Fuel system,isPartOf,466
Directional control valve 14,Hydraulic system,isPartOf,466
Solenoid valve,Directional control valve 14,isPartOf,466
One-way flow control valve 15,Hydraulic system,isPartOf,466
Pressure relief valve 13,Hydraulic system,isPartOf,466
Pressure gauge 17,Pump station,isPartOf,466
Pressure gauge 16,Hydraulic system,isPartOf,466
Hydraulic pump,Pump station,isPartOf,466
Hydraulic cylinder,Hydraulic system,isPartOf,466
Directional control valve malfunction,Hydraulic cylinder failure to move,causes,466
Solenoid valve electrical wiring fault,Hydraulic cylinder failure to move,causes,466
One-way flow control valve blockage,Hydraulic cylinder failure to move,causes,466
Pressure relief valve blockage,Hydraulic cylinder failure to move,causes,466
Pressure relief valve improper adjustment,Hydraulic cylinder failure to move,causes,466
