chunk_id,text,source
239,3.2.1 Fault Diagnosis and Repair of Gear Pumps,text-EN.txt
240,"Structure and Working Principle of Gear Pumps The structure of the domestically produced CB-B gear pump is shown in Figure 3.4. It features a split three-plate design (the three plates refer to end cover 1, end cover 5, and Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems). 91 The structure of pump body 4. A pair of gears 3 inside the pump body are individually secured to the drive shaft 7 and the driven shaft 9 using keys, with the drive shaft 7 connected to the electric motor. Drive the rotation. 5—End Cover; 2—Screw; 3—Gear; 4—Pump Body; 6—Sealing Ring; 7—Main Shaft; 8—Positioning Pin; 9—Driven Shaft; 10—Bearing; 11—Plug Figure 3.4: Structural Diagram of the Domestically Produced CB-B Gear Pump As shown in Figure 3.5, this is a schematic diagram illustrating the working principle of a gear pump. When the two gears of the pump rotate in the direction indicated, the oil suction chamber at the bottom gradually expands as the meshing teeth progressively disengage, creating a partial vacuum. Meanwhile, oil from the reservoir flows into this expanding space. Under the action of atmospheric pressure, oil enters the suction chamber via the suction pipe, completely filling the inter-tooth spaces. As the gears rotate, the oil is carried upward into the pressurized oil chamber. Due to the gradual engagement of the meshing gears, the volume of the pressurized chamber continuously decreases, forcing the oil outward and delivering it into the pressure pipeline. Throughout the operation of the gear pump, as long as the rotational direction of the two gears remains unchanged, the positions of the suction and pressurized chambers will also stay fixed. Unchanging. The tooth contact line at the meshing point continuously separates the high- and low-pressure chambers, simultaneously performing oil distribution. As a result, gear pumps do not require a dedicated distribution mechanism—this is what sets them apart from other types of positive-displacement hydraulic pumps. Figure 3.5: Schematic Diagram of a Gear Pump Operating Principle",text-EN.txt
241,"2. Gear Pump Disassembly, Assembly, and Usage Notes Disassembly and Assembly of Gear Pumps Proper disassembly and assembly of gear pumps are fundamental to troubleshooting and repairing gear pump failures. The steps for disassembling and assembling a gear pump are as follows: (1) Use an Allen wrench to loosen the 6 Allen screws, then use a pin extractor to remove the two pins. (2) Remove the back cover, then take out the needle roller bearing and place it in the pre-prepared kerosene. (3) Remove the pump body, and use an external cylindrical spring caliper to take out the two spring retaining rings—one on the long shaft and one on the short shaft. (4) Lay the front cover flat (using two parallel shims placed beneath it to prevent the long shaft from resting directly on the workbench surface), and refer to the mobile phone electrical system fault diagnosis and repair case study tutorial. 92 Gently tap out the long and short shafts using a hammer and copper rod, then carefully remove both gears along with the respective long and short shafts. Finally, dismantle the sealing ring, completing the entire disassembly process. (5) After all disassembled parts have been cleaned with kerosene, replace or repair any damaged or wear-prone components (such as sealing rings), then reassemble them in the reverse order of disassembly. 2) Precautions for Using Gear Pumps Gear pumps are widely used as the pressure source in hydraulic systems for vehicles and mobile equipment, thanks to their simple design, compact size, lightweight construction (mos t gear pumps feature aluminum alloy pump bodies), strong self-priming capability, excellent contamination resistance, and ease of maintenance and inspection. (1) Preparations befor e installation: Before installing the pump, fill it completely with hydraulic oil and rotate the drive gear to ensure oil reaches all mating surfaces. Verify that the pump’s rotati on direction matches that of the drive shaft. Thoroughly clean the pipelines according to relevant regulations (welded pipes must undergo pickling followed by rinsing) to remove de bris, scale, and other contaminants. (2) Drive Method: Gear pumps can be powered by either an electric motor or an internal combustion engine as the prime mover. However, the pump’ s transmission system must not impose additional axial or radial forces on the gear pump’s driving gear. The connection between the pump shaft extension and the prime mover shaft e xtension should utilize a floating coupling; flexible couplings and cross-slide couplings are recommended. The radial runout of the coupling should not exceed 0.1 mm. In cases wher e structural constraints necessitate directly inserting the splined shaft into the corresponding spline bore of the prime mover’s drive shaft for direct power transmission, the rad ial clearance between the internal splines and the splined shaft, as well as the lateral clearance of the key, must both be at least 0.15 mm to ensure proper torque transfer via fl oating action and to prevent the generation of unwanted radial internal forces. Generally, belt and drive gears are not used to directly power gear pumps. However, if structural co nstraints absolutely require it, radial support should be added, or hydraulic pump products with end covers equipped with radially supported bearings should be selected. (3) Suctio n height. The pump's suction height should be as low as possible. The pump's self-priming capability varies depending on its displacement, but generally, it should not fall below 1 6 kPa. Typically, the pump's suction height is required to be no more than 0.5 meters; however, in piping systems with longer inlet lines, the diameter of the inlet pipe should be  increased to prevent excessive flow resistance, which could lead to poor oil intake and negatively impact the pump's performance. (4) Selection and Filtration of Hydraulic Fluid. T he working fluid should be selected strictly according to the specifications provided in the pump’s product manual, as this will help extend the pump’s service life. In many cases,  early failures of gear pumps are caused by fluid contamination; therefore, it’s essential to filter the working oil. Since low-pressure gear pumps exhibit lower sensitivity to con tamination, filters with relatively lower filtration accuracy can be used. However, high-pressure gear pumps are more susceptible to contamination, so systems should incorporate fi lters with higher filtration precision. (5) Operation. Before starting the hydraulic pump, check that the pipe fittings or flange connection screws at the inlet and outlet ports ar e securely tightened and that the seals are reliable. Also, verify whether the safety valve in the system is set to the correct pressure setting. Finally, perform a jog test to con firm that the pump is rotating in the correct direction. During operation, slightly loosen the outlet connection to bleed out any air. Avoid starting the pump under load, as well a s stopping it while it’s still under load. The pump should undergo at least 10 minutes of no-load operation and a short period of loaded operation before starting work, followed by  a check of the pump's performance. Under no circumstances should the pump exhibit leaks, excessive heating, or unusual noises. If the pump is not used for an extended period, it’s  best to store it separately from the prime mover. When resuming use, allow the pump to run at no load for at least 10 minutes, followed by the routine inspection procedures outlin ed above. 3. Common Faults and Maintenance of Gear Pumps As usage time increases, the volumetric efficiency of gear pumps declines, and in severe cases, they may even fail to opera te properly. The primary cause is surface wear resulting from the relative sliding motion between rotating components like gears and drive shafts, as well as other mating parts. Th e main areas where wear occurs in gear pumps include the interaction between the drive shaft and its bushing (or needle bearings), the contact between the pump housing cavity and t he outer surfaces of the gears, and the interface between the gear end faces and the pump cover. When wear becomes significant enough to cause the pump’s key performance indicators  to fall below specifications, the pump should be disassembled to identify the specific wear locations and extent, followed by implementing appropriate repair measures. Common faul ts, their causes, and repair methods for gear pumps are shown in Table 3.3. Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems",text-EN.txt
242,"93 Table 3.3: Common Failures of Gear Pu mps, Their Causes, and Repair Methods Fault symptoms, causes, and repair methods",text-EN.txt
243,"Repair and fit the relevant parts to address excessively small axial and radial clearances, then ad just the clearances accordingly. Poor assembly—misalignment between the CB-type cover plate and the shaft Alright, the needle roller cage is of very poor quality—please reassemble  it according to the specifications. Misalignment of the pump and motor couplings makes it difficult to ensure that the coaxiality does not exceed 0.1 mm. Hydraulic pump rotates inf lexibly or seizes up. Impurities in the oil are drawn into the pump body, while carefully preventing foreign debris and cooling water from entering the oil reservoir, ensuring the  oil remains clean. Replace the damaged part if the O-ring or oil seal is worn out. Oil pump oil leakage end-face clearance compensation device fails—repair or replace it. Pump body  oil return port blocked—clean the oil return port in the pump body. The fuel tank volume is too small, or the oil cooler's cooling performance is inadequate—increase the fuel tank  capacity and improve the cooling system. Oil temperature rising too quickly—replace damaged oil pump parts. Choose the appropriate fluid if the oil viscosity is too high. Oil suct ion pipe fittings, the pump body and cover plate mating surface, plugs, and Sealing is poor at areas like the O-rings, allowing air to be drawn in.",text-EN.txt
244,"Use the grease method to locate  the leak. Replace the sealing ring with a new one. Apply the epoxy resin adhesive to the mating surface of the plug, then press it in again—using a tight fit. Apply sealant to the  pipe fittings and tighten them securely; then grind the pump body and cover plate together. Ensure the surface flatness does not exceed 0.005 mm. Gear tooth profile accuracy is too  low—consider lapping or replacing the gear. End face clearance is too small. Align the gear, pump body, and cover plate end faces to ensure proper alignment between the surfaces. Gap The inner bore is not perpendicular to the end face, and the axes of the two holes on the cover plate are not aligned. Parallelism: If the end faces of the pump body are not pa rallel, disassemble, inspect, grind, or replace the relevant components. After grinding the end faces of the two cover plates, the distance between the two oil-trapping relief groo ves is… Increase, causing oil trapping—adjust the oil-trapping relief groove and ensure proper spacing between the two grooves. Poor assembly—e.g., the spindle sometimes feels ligh t and other times heavy during one full rotation; disassemble, inspect, and adjust the assembly.",text-EN.txt
245,"Inspect, disassemble, and replace damaged components such as needle roller bearings . Pump shaft and motor shaft, along with other components, were damaged; the coupling was adjusted to ensure that the coaxiality error is less than 0.1 mm—but this resulted in sign ificant noise. Check the suction pipe, fuel tank, filter, oil level, and lubricant for cavitation.",text-EN.txt
246,"Viscosity and more—eliminating cavitation. The plug will seal the leaking pipe; a fter removing the plug, apply epoxy adhesive and reinsert it firmly. Check for excessive looseness between the sealing ring and the cover plate; replace the sealing ring if necessa ry. Correct the assembly direction by reversing the pump body. The plug or seal has been washed away.",text-EN.txt
247,"The leak channel was blocked—clean the leak channel. If the motor is rotating  in the wrong direction, simply swap the connections of any two phases on the motor's power supply. A transmission key was missing from the motor shaft or pump shaft—reinstall the t ransmission key.",text-EN.txt
248,The connecting key was missing between the gear and the pump shaft; a replacement connecting key has been installed. Can't draw in oil; no oil fluid output. Tutori al on Diagnosing and Repairing Mechanical and Electrical System Failures: Case Studies of Missing or Damaged Oil Line Seals,text-EN.txt
249,94,text-EN.txt
250,Continued on the next page,text-EN.txt
251,"Fault symptoms, causes, an d repair methods The oil filter or suction pipe is exposed due to insufficient oil in the tank. If oil cannot be drawn from the surface, add fuel to the tank up to the specified le vel. During assembly, if the axial clearance is too large, adjusting the clearance will prevent oil suction, resulting in no oil output. Additionally, ensure the pump's speed is ne ither too high nor too low—adjust it to fall within the permissible range. The motor speed is insufficient; the motor speed should meet the standard.",text-EN.txt
252,Choose hydraulic oil with the  right viscosity—neither too high nor too low.,text-EN.txt
253,"Clogged oil inlet filter—clean the filter Severely scratched inner surfaces caused by the front, rear, or side cover plates The leak i s too big. Grind the end faces of the front, rear, or side cover plates using a flat grinder. For gear pumps employing floating bushings or floating side-plate designs, Floating bu shing or floating side plate end face is scratched or worn—repair by grinding the floating bushing or floating side plate end face. Although the pump is oiled, the oil output is in sufficient.",text-EN.txt
254,"The pressure also doesn't rise to the set value. Oil temperature is too high, causing the hydraulic oil viscosity to decrease; internal leakage increases as a result. O utput fuel level decreasing",text-EN.txt
255,"Identify the cause, take appropriate measures for medium- and high-pressure pumps,",text-EN.txt
256,"The repair methods for the main components of the seal ring gear pump  are as follows. (1) Measures to address gear surface wear. Gear oil pumps typically rotate in one direction only, causing wear to occur on just one side of the gear teeth. To rest ore performance, you can remove burrs from the worn gear teeth using an oilstone, thoroughly clean the gears, and then reposition them so that the previously non-meshing tooth surf aces now engage properly with each other. This simple adjustment effectively revives the pump’s operational efficiency. (2) End-face Repair: The gear end faces wear down due to rel ative rotation against the bearing housing or front/rear covers. In mild cases, this results in scoring, which can be removed and polished using a grinding method. However, if the  wear is severe, the gears should be resurfaced on a surface grinder. Note:  Both gears must be ground simultaneously on the surface grinder to ensure that the thickness difference between them remains within 0.005 mm. Additionally, it’s crucial to maintai n both the perpendicularity of the end faces to the gear bore axis and the parallelism of the two end faces—both within 0.005 mm. After grinding, use an oilstone to round off any s harp edges, but  never chamfer  them. The goal is simply to eliminate burrs and flash, leaving the surfaces smooth and free of imperfections. (3) Repair of pump shafts (long and short shafts). The wear typically  occurs on the outer surface of the shaft where it contacts the needle roller bearings (in gear pumps using a needle roller bearing design with a fixed end clearance) or on the out er surface that mates with the floating bushing (in gear pumps featuring a floating bushing design offering automatic end-clearance compensation). When the pump shaft shows minor w ear, polishing can be used for repair, accompanied by replacing the needle roller bearings or bushings. However, if the wear is severe and the clearance exceeds acceptable limits s ignificantly, not only should the needle roller bearings or bushings be replaced, but the drive shaft itself must also undergo either chrome plating or buildup welding to increase  its diameter—followed by grinding back to the standard size—or, alternatively, the shaft may need to be re-machined entirely to replace it with a new one. (4) Bearing Race Repair.  Wear on the bearing race typically occurs at the inner bore where it contacts the gear. If the end faces are worn or exhibit burrs and scoring, the four bearing races can be placed  on a surface grinder, using the end face that does not contact the gear as a reference. Grind the scored end faces flat in a single operation, ensuring the final precision remains  within a tolerance of 0.01 mm. Generally, bearing races experience minimal wear; however, if wear is severe, they can be lapped, or the bore diameter can be slightly enlarged foll owed by the reselection of appropriate needle rollers. Alternatively, the bearing races may need to be replaced entirely. (5) Pump body maintenance. Pump body wear typically occurs  in the suction chamber. For symmetrical gear pumps, simply flipping the pump body 180° will convert the suction chamber into a pressure chamber, restoring its operational capabili ty. In the case of asymmetrical pump designs, repair can be achieved through electroplating with a bronze alloy or by brush plating; alternatively, a copper sleeve insertion method  can also be used for restoration. Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems, p. 95 3.2.2 Fault Diagnosis and Repair of Vane Pumps",text-EN.txt
257,"Structure and Working Principle of Vane Pumps As shown in Figure 3.6, this is a diagram illustrating the structure and operating principle of the YB1 vane pump. It primarily consists of a drive shaft, stator, rotor, and... It consists of components such as the vanes, pump body, and pump cover. The stator, rotor, vanes, and distribution plate can first be assembled into a single integrated unit before being installed inside the front and rear covers. The inner surface of the stator is approximately elliptical, with the rotor mounted concentrically inside the stator. Two suction zones and two pressure zones are arranged symmetrically, ensuring that the suction and pressure areas experience balanced hydraulic forces. As the rotor rotates, the vanes extend outward due to centrifugal force and the hydraulic pressure at their roots, maintaining close contact with the inner surface of the stator. This creates sealed working chambers between the vanes, the outer cylindrical surface of the rotor, the inner surface of the stator, and the front and rear distribution plates. With each full rotation of the rotor, the system completes two cycles of oil suction and delivery. (a) Structural diagram",text-EN.txt
258,"(b) Exterior view 1—Pump cover; 2—Pump body; 3—Rotor; 4—Stator; 5—Vanes; 6—Drive shaft Figure 3.6: Structure and Operating Principle of the YB1 Vane Pump Disassembly, Assembly, and Usage Notes for Vane Pumps Disassembly and Assembly of Vane Pumps (1) Loosen the set screws and disassemble the left and right pump bodies. (2) Remove the drive shaft and disassemble the pump core assembly. (3) Loosen the set screws, remove the left and right distribution plates, extract the rotor and vanes, and then proceed to disassemble the remaining components. (4) Cleaning, inspection.",text-EN.txt
259,"2) Precautions for Using Vane Pumps The main advantages of vane pumps include uniform flow, smooth operation, low noise levels, and a compact design. Vane pumps are widely used in hydraulic systems, particularly in fixed-installation hydraulic equipment and marine applications. Double-acting high-pressure variable-displacement vane pumps are also suitable for mobile machinery. Typically, the hydraulic systems in metal-cutting machine tools operate at relatively low power levels (below 20 kW) and moderate pressures (commonly around 7 MPa), while demanding stable pump output flow, minimal noise, and extended service life. By combining a low-pressure, high-flow pump with a high-pressure, low-flow pump to form a tandem vane pump, operators can achieve three distinct flow rates through simple on-off switching—making it ideal for machining equipment that requires rapid reciprocating motions combined with significantly varying working feed speeds. Moreover, the new generation of high-performance double-acting variable-displacement vane pumps is not only well-suited for stationary hydraulic systems but can also replace external gear pumps in hydraulic systems for mobile machinery. Terms of use are outlined below.",text-EN.txt
260,"(1) Preparations before installation: Thoroughly clean the pipes according to relevant regulations (welded pipes must undergo pickling followed by rinsing) to remove dirt, oxide scale, and other contaminants. Mechatronic System Fault Diagnosis and Maintenance Case Study Tutorial",text-EN.txt
261,"96 (2) Drive Method: The vane pump can be powered by either an electric motor or an internal combustion engine as the prime mover. However, the pump’s transmission system must not impose additional axial or radial forces on the vane pump’s drive shaft. The coaxial alignment between the pump’s drive shaft and the prime mover’s output shaft should be maintained within 0.1 mm, and flexible couplings are recommended whenever possible to prevent the pump shaft from being subjected to bending moments and axial loads. Additionally, the rotation direction of the drive shaft must comply with the product specifications. (3) Oil suction height. Typically, the pump's oil suction height should not exceed 0.5 meters. In piping systems with longer suction lines, the diameter of the suction pipe should be increased to prevent excessive flow resistance, which could lead to poor oil intake and negatively impact the pump's performance. (4) Selection and Filtration of Hydraulic Fluid. The working fluid should be selected strictly according to the pump’s product specifications to ensure a longer service life for the pump. A wear-resistant hydraulic oil with a viscosity range of 17–38 mm²/s is most suitable (24 mm²/s is recommended). The hydraulic fluid should be kept clean, with system filtration accuracy no lower than 0.025 mm. Additionally, a filter with a filtration rating of 0.070 to 0.15 mm should be installed separately at the oil suction port to prevent the intake of dirt and impurities. The flow capacity of the suction filter must be at least twice the pump's rated flow rate. (5) If the pump operates at a lower speed, the pump's suction inlet should be positioned upward during installation to facilitate oil intake upon startup. (6) Startup. Before starting the hydraulic pump, check whether the pipe fittings or flange connection screws at the inlet and outlet ports are securely tightened and if the seals are reliable. Also, verify that the safety valve in the system is set to the correct pressure setting. Additionally, perform a jog test to confirm that the pump’s rotation direction is correct. For the first startup, it’s best to fill the pump completely with oil and manually rotate the coupling—ensure the rotational force feels smooth and effortless. When starting the pump for the first time after initial operation or after a prolonged period of inactivity, an air suction phenomenon may occur. To prevent this, install a bleed v alve at the pump’s outlet or slightly loosen the outlet connections. Connect the port to evacuate air, and perform a trial run under no-load conditions as much as possible. (7) Mai ntenance: When adjusting the displacement and pressure of the variable vane pump, first loosen the lock nut. Pay close attention to the direction in which you turn the adjustment s crew—whether increasing or decreasing the displacement and pressure—as you make these adjustments. After completing the adjustments, securely tighten the lock nut. Additionally, en sure that the set pressure of the hydraulic system’s safety valve does not exceed 1.25 times the pump’s rated pressure. Avoid operating the pump continuously at excessively high or  low temperatures; if necessary, use a heat exchanger (including both coolers and heaters) to regulate the oil temperature. Maintain the oil tank at its normal liquid level and rep lenish the oil promptly as needed. Regularly replace the hydraulic oil according to specified intervals. Routinely inspect and clean the oil filter to ensure the pump can smoothly  draw in the oil. After the pump has been running for a while, vibrations may cause the mounting screws or the flange bolts at the inlet and outlet ports to loosen. Therefore, regul arly check these connections and retighten them promptly to prevent any loosening. 3. Common Faults and Maintenance of Vane Pumps",text-EN.txt
262,"Common faults, their causes, and repair methods fo r vane pumps are shown in Table 3.4. Table 3.4 Common Faults, Causes, and Repair Methods for Vane Pumps Fault symptoms, causes, and repair methods If the pump is rotating in the wr ong direction, reverse the motor's rotation. The pump's speed isn't sufficient—increase the speed. Clear clogged oil suction lines or filters, and clean the oil filter. Refill the  fuel tank to the oil level mark if the fuel level is too low. Replace with the appropriate hydraulic oil if the hydraulic fluid has excessive viscosity. Over-wear the oil distribut ion plate end face—repair, grind, or replace the oil distribution plate. Grind or replace the blades if they are in poor contact with the stator's inner surface. Blade jammed—repai r, grind, or replace the blade",text-EN.txt
263,"Tighten the screws as specified if they are loose. The pump either fails to deliver oil, or it delivers oil, but…",text-EN.txt
264,Oil output is insufficient. Relief  valve malfunction: Adjust or disassemble and inspect the valve—Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems 97,text-EN.txt
265,Continued on the next page,text-EN.txt
266,"Fault symptoms, causes,  and repair methods The oil suction height is too high; lower the tank's liquid level to reduce the suction height and replenish the hydraulic oil. Pump misaligned with the couplin g or loosely reinstalled coupling Clear clogged oil suction lines or filters, and clean the oil filter. The oil pipe connection has a loose seal and improperly tightened fittings. Replace with the appropriate hydraulic oil if the hydraulic fluid has excessive viscosity.",text-EN.txt
267,Individual blades move inflexibly or are installed backward—grind or reassemble the blade s. The pump has high noise levels and significant vibration. Worn and polished inner surface of the stator within the oil-absorbing area Increase cooling when the ambient temperatu re is too high.,text-EN.txt
268,"Replace with the appropriate hydraulic oil if the hydraulic fluid has excessive viscosity. Improve cooling conditions by enhancing heat dissipation from the fuel ta nk. Reinstalling the motor with the pump shaft misaligned The fuel tank capacity is insufficient; replace it with a suitable one. Over-wear the oil distribution plate end face—repa ir, grind, or replace the oil distribution plate. Pump is abnormally overheating, oil temperature too high. Excessive wear on the vanes and the inner surface of the stator requires  grinding or replacing the distribution plate and stator. Some individual blades move inflexibly or even get stuck within the rotor slots.",text-EN.txt
269,"Live Check the clearance (0.01–0.02 mm) t o eliminate voiding. Correct assembly direction by reversing the blade orientation. Repair the contact surface on the stator's inner surface with the blade tips (or replace the bla des). The clearance between the blade and the blade groove is too large; therefore, match each rotor blade individually to its corresponding groove to ensure proper clearance. Lap  and grind the oil distribution plate face (or replace the oil distribution plate) Select hydraulic oil according to the instructions if the fluid viscosity is too high or too low. Check the motor speed if it's too low, and troubleshoot any issues. The oil intake port is not sealed tightly, allowing air to enter. Use the grease-check method: remove the oil pi pe fitting and proceed with cleaning. Apply sealant, then securely tighten. Low volumetric efficiency, unable to increase pressure. Check the suction pipe, fuel tank, filter, oil l evel, and oil viscosity for cavitation.",text-EN.txt
270,"Degree, eliminating void phenomena Replace or reinstall the seal if it is defective or improperly fitted. Replace the damaged seal with a ne w one. Wear between pump components leads to excessive clearance; replace or re-fit the parts as needed. External Leakage Loosely tighten the assembly screw; then snug up the screw . Pump isn't delivering oil or flow is insufficient—readjust to the desired flow rate. Adjust the relief valve pressure if it’s set too low, or troubleshoot and recalibrate the rel ief valve pressure if it’s malfunctioning—and repair the relief valve if necessary.",text-EN.txt
271,The system includes a leak detection system and repairs of leak points.,text-EN.txt
272,Check all connections in  the intake pipe for air leaks and seal or tighten them as needed. Reinstall the blade with the correct orientation.,text-EN.txt
273,"Pressure isn't building up. Improperly adjusted variable pump p ressure has been readjusted to the required level. Here are the repair methods for the main components of a vane pump. A Case Study Tutorial on Diagnostics and Maintenance of Elect romechanical Systems 98 1) Stator Repair When a vane pump is operating, the vanes are pressed firmly against the inner surface of the stator due to the hydraulic oil pressure at the bottom and the centrifugal force acting on them, leading to wear on the stator surface. Notably, the stator surface on the suction side experiences more severe wear compared to the other side. For double-acting vane pumps, if the wear and scoring on the stator surface are relatively minor, the surface can be polished using metallographic sandpaper before reuse. However, if the wear is extensive, the stator should be reconditioned on a dedicated stator grinding machine. Alternatively, the stator can be flipped 180°, swapping the positions of the suction chamber and the oil chamber, while simultaneously creating new positioning pin holes symmetrically opposite the original ones—thus allowing the pump to continue functioning. In the case of variable pumps, where the stator surface is cylindrical, it can be clamped securely in a lathe or grinder using soft jaws for polishing and repair. Additionally, worn areas of the stator surface can also be repaired by brush plating. 2) Repair of the distribution plate and side plates The distribution plate and side plates often suffer from end-face wear and tearing. In principle, as long as the total depth of the tearing on the end face isn’t excessive (e.g., l ess than 0.8 mm), the torn grooves can be removed using a surface grinder, followed by polishing before reassembly and continued use. However, two key considerations must be kept i n mind: First, after grinding down the end face to a certain dimension, the depth of the pump body’s bore must also be reduced accordingly; otherwise, the axial assembly clearance  will increase. Therefore, it’s crucial to refer to the assembly drawing to maintain the proper relationship within the axial dimension chain. Second, after repairing the end face,  the dimensions of the unloading triangular grooves may become shorter—or even disappear entirely. If these grooves aren’t properly restored, it could negatively impact the eliminat ion of oil trapping phenomena. Thus, after grinding the distribution plate’s end face, the dimensions of the unloading triangular grooves should be carefully extended using a trian gular file or milling process. However, care must be taken not to overextend them, as this could inadvertently cause the pressure chamber and suction chamber to communicate during  operation, leading to a reduction in the pump’s output flow. Finally, ensure that the repaired distribution plate maintains proper parallelism with the rotor’s contact surface. Wit hin a tolerance of 0.01 mm, the perpendicularity between the end face and the inner bore (for the distribution plate) is also kept within 0.01 mm, while the flatness of the end fac e remains at 0.05 mm. When polishing, it’s best to avoid using metallographic sandpaper—instead, opt for chromium oxide polishing. If the distribution plate’s end face has only min or scratches, start by lightly grinding with fine oilstone, followed by finishing with chromium oxide polishing. 3) Rotor Maintenance and Repair The worn areas of the rotor are the  end faces and the blade grooves. When wear on the rotor end faces is minor, you can smooth out the roughened areas using an oilstone or repair them through grinding. If the wear i s severe, you can use a mandrel to precisely position the rotor on an external cylindrical grinder for reconditioning. After repair, it’s essential to ensure that the two end faces  remain parallel to each other. Not greater than 0.008 mm, surface roughness Ra ≤ 0.16 µm, and perpendicularity between the end face and the hole no more than 0.01 mm. Rotor end-fa ce machining After grinding, the blade width should be matched to the rotor by further grinding, ensuring that the blade width is 0.005 mm smaller than the rotor width. The blade s lots experience frequent sliding, leading to more severe wear—but the degree of wear varies significantly across individual slots. To ensure consistent clearance between each blade  and its corresponding slot, the blade slots must be precisely reworked using a specialized grinding machine, followed by individual blade matching to maintain a clearance within t he range of 0.013 to 0.018 mm. 4) Blade Maintenance",text-EN.txt
274,"The worn areas of the blade include the top section where the blade contacts the inner surface of the stator, the two side surfa ces where the blade meets the distribution plate, and the blade itself— The surface of the rotor blade groove that experiences the most severe wear is the top area where the blade contacts the inner surface of the stator. 3.2.3 Fault Diagnosis and Maintenance of Hydraulic Cylinders",text-EN.txt
275,"Structure and Working Principle of Hydraulic Cylinders As shown in Figure 3.7, this is a structural diagram of a double-acting single-rod hydraulic cylinder. This cylinder is commonly used in construction machinery, and its main components include the cylinder base 2, piston 8, cylinder barrel 11, piston rod 12, guide sleeve 13, and end cap 15. A notable feature of this cylinder's design is... The piston and piston rod are connected using retaining rings, making disassembly and assembly convenient; the support ring 9 on the piston is made from wear-resistant materials such as PTFE, ensuring low friction as well; the guide sleeve prevents the piston rod from tilting during axial movement, thereby protecting the seals. Chapter 3: Fault Diagnosis and Maintenance of Hydraulic Systems",text-EN.txt
276,"99 Both ends are equipped with slit-type cushioning devices, which help reduce impact and noise when the piston reaches the end of its stroke. The operating pressure for this type of cylinder is 12–15 MPa. 1—Screw; 2—Cylinder Base; 3—Spring Retaining Ring; 4—Stop Ring; 5—Retaining Clip (consisting of 2 semicircles); 6—Seal Ring; 7—Retaining Collar; 8—Piston; 9—Support Ring; 10—Seal Between Piston and Piston Rod; 11—Cylinder Barrel. 12—Piston rod; 13—Guide sleeve; 14—Sealing ring between the guide sleeve and cylinder barrel; 15—End cap Figure 3.7: Structural Diagram of a Double-Acting Single-Rod Hydraulic Cylinder 2. Hydraulic Cylinder Disassembly, Assembly, and Precautions",text-EN.txt
277,"Hydraulic Cylinder Disassembly and Assembly (1) Use a wrench to loosen the lock nut on the ear pivot, then pull the piston rod out of the ear pivot. (2) Use a wrench to loosen and remove the cylinder head. (3) The piston rod, along with the piston and guide sleeve, is withdrawn together. (4) Use an external cylindrical spring caliper to remove the spring clip from the piston rod, then take off the retaining ring and keyway before carefully extracting the piston. (5) Check if the sealing ring is still usable; replace it promptly if it’s no longer functional. (6) After all removed parts have been cleaned with kerosene, replace the damaged and wear-prone components (such as sealing rings), then reassemble them in the reverse order of disassembly. 2) Precautions for Disassembling and Assembling Hydraulic Cylinders The following points should be noted when removing the hydraulic cylinder from the equipment: (1) Before disassembling the hydraulic cylinder, the hydraulic circuit must be depressurized; otherwise, when loosening the fittings connected to the cylinder, the High-pressure oil in the pipeline will quickly spray out. When relieving pressure from the hydraulic circuit, first loosen the handwheel or adjusting screw at the relief valve to allow the pressurized oil to drain, and then disconnect the power supply or energy source to stop the hydraulic system from operating. (2) During disassembly, care should be taken to prevent damage to the piston rod’s end threads, oil port threads, piston rod surface, and cylinder liner inner wall, among other components. To avoid bending or deformation of slender parts like the piston rod, ensure they are evenly supported using wooden blocks when placing them. The following points should be noted when dismantling hydraulic cylinders: (1) The disassembly of hydraulic cylinders must be carried out in a clean, dust-free environment to prevent contamination by surrounding dust, debris, and other contaminants. After disassembly, all parts should be protected against dust (e.g., covered with plastic sheeting; cotton cloths or any other industrial fabrics are strictly prohibited). (2) Drain the oil from both chambers of the cylinder before disassembly. (3) Disassembly must be carried out in a specific sequence. Since different hydraulic cylinder designs vary, the disassembly order may also differ slightly. Generally, you should first remove the cylinder cap and finish with the piston and piston rod. When removing the cylinder cap, use specialized tools for internal key-type connections (such as retaining keys or spring clips)—never use a flat chisel. For flange-type end caps, always use screws to gently push them out; hammering or prying forcefully is strictly prohibited. If the piston and piston rod cannot be easily removed, do not attempt to force them out—first identify the underlying issue before proceeding with disassembly. Mechatronics System Fault Diagnosis and Repair Case Study Tutorial",text-EN.txt
